feedback_text,count,percent
"Glute Bridge March phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Bài Donkey Kick dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",3,0.0207
"Bài Dead Bug dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 5/5, khi theo giáo án hiện tại.",3,0.0207
"Reverse Pec Deck Fly khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",3,0.0207
"Dumbbell Romanian Deadlift khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",3,0.0207
"Cable Kickback khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong nhịp tập tuần này.",3,0.0207
"Bài Machine Assisted Pull-Up dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",3,0.0207
"Star Plank khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong nhịp tập tuần này.",3,0.0207
"Bài Donkey Kick vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.",3,0.0207
"Hindu Push-Up khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",3,0.0207
"Bài Star Plank vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",3,0.0207
"Bài Dumbbell Romanian Deadlift vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",3,0.0207
"Tôi thấy Donkey Kick đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Tibialis Raise khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",3,0.0207
"Side-Lying Inner Thigh Raise phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Plate Pinch Hold khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Tôi thích Wall Sit, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",3,0.0207
"Tôi thấy Reverse Crunch đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi xét cảm giác phục hồi.",3,0.0207
"Machine Chest Press khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",3,0.0207
"Tôi thấy Cossack Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",3,0.0207
"Cossack Squat khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",3,0.0207
"Bird Dog khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau vài set đầu.",3,0.0207
"Bài Pike Push-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.",3,0.0207
"Bài Medicine Ball Slam dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",3,0.0207
"Medicine Ball Woodchop phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, khi tập với mức hiện tại.",3,0.0207
"Medicine Ball Woodchop phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Bài Medicine Ball Woodchop dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",3,0.0207
"Tôi thấy Bird Dog đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong buổi tập này.",3,0.0207
"Bài Neck Bridge vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",3,0.0207
"Burpee phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Tôi thích TRX Push-Up, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",3,0.0207
"Hanging Windshield Wiper khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Tôi thấy Chin-Up đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Bài Pull-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",3,0.0207
"Tôi thích Glute Bridge March, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Tôi thích Bicycle Crunch, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Tôi thích Battle Ropes, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Bài Machine Lateral Raise vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.",3,0.0207
"Machine Lateral Raise khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong nhịp tập tuần này.",3,0.0207
"Tôi thích Burpee, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Good fit. Mức đánh giá 4/5, ở lần ghi nhận gần đây.",3,0.0207
"Bài Tibialis Raise dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Good fit. Mức đánh giá 4/5, khi theo giáo án hiện tại.",3,0.0207
"Burpee phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Good fit. Mức đánh giá 5/5, ở phần cuối buổi.",3,0.0207
"Tôi thấy Zottman Curl đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Machine Chest Press khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Bài Band Resisted Push-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",3,0.0207
"Khi thực hiện bài này, vùng Joint discomfort hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi theo giáo án hiện tại.",3,0.0207
"bài này tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",3,0.0207
"Khi thực hiện bài này, vùng Knee hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",3,0.0207
"bài này tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",3,0.0207
"bài này tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 1/5, khi tập với mức hiện tại.",3,0.0207
"Khi thực hiện bài này, vùng Knee hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 1/5, khi theo giáo án hiện tại.",3,0.0207
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập bài này, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",3,0.0207
"Buổi này hơi nặng hoặc too long, tôi muốn reduce session duration cho lần tới. Mức đánh giá 2/5, ở phần cuối buổi.",3,0.0207
"Buổi này hơi nặng hoặc too long, tôi muốn reduce session duration cho lần tới. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",3,0.0207
"Tôi thích Zercher Lunge, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Bài Bottoms-Up Squat dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",3,0.0207
"Copenhagen Adductor Drop phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, trong buổi tập này.",3,0.0207
"Bài Copenhagen Adductor Drop dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi so với khả năng hiện tại.",3,0.0207
"Tôi thích Copenhagen Adductor Drop, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",3,0.0207
"Copenhagen Adductor Drop phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở phần cuối buổi.",3,0.0207
"Bài Copenhagen Adductor Drop dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở bối cảnh lịch tập này.",3,0.0207
"Bài Seated Inner Thigh Adductor Machine dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi so với khả năng hiện tại.",3,0.0207
"Bài Seated Inner Thigh Adductor Machine dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",3,0.0207
"Tôi thích Seated Inner Thigh Adductor Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",3,0.0207
"Bài Seated Inner Thigh Adductor Machine dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",3,0.0207
"Tôi thấy Seated Inner Thigh Adductor Machine bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi tập với mức hiện tại.",3,0.0207
"Tôi thấy Seated Inner Thigh Adductor Machine đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, ở phần cuối buổi.",3,0.0207
"Seated Inner Thigh Adductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Bài Seated Inner Thigh Adductor Machine làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở bối cảnh lịch tập này.",3,0.0207
"Tôi thấy Seated Inner Thigh Adductor Machine bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi xét cảm giác phục hồi.",3,0.0207
"Bài Seated Inner Thigh Adductor Machine dùng được, hiện tại tôi muốn giữ lựa chọn mở thay vì đổi ngay. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi theo giáo án hiện tại.",3,0.0207
"Bài Seated Outer Thigh Abductor Machine dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, ở bối cảnh lịch tập này.",3,0.0207
"Bài Seated Outer Thigh Abductor Machine dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",3,0.0207
"Seated Outer Thigh Abductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi xét cảm giác phục hồi.",3,0.0207
"Bài Seated Outer Thigh Abductor Machine làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.",3,0.0207
"Seated Outer Thigh Abductor Machine phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi xét cảm giác phục hồi.",3,0.0207
"Tôi thích Seated Outer Thigh Abductor Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, trong lần đánh giá hôm nay.",3,0.0207
"Tôi thích Seated Outer Thigh Abductor Machine, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, trong nhịp tập tuần này.",3,0.0207
"Tôi thấy Seated Outer Thigh Abductor Machine đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, khi tập với mức hiện tại.",3,0.0207
"Smith Machine Shrug hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau vài set đầu.",3,0.0207
"Smith Machine Shrug phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi tập với mức hiện tại.",3,0.0207
"Bài Smith Machine Shrug dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, khi so với khả năng hiện tại.",3,0.0207
"Bài Smith Machine Shrug dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi so với khả năng hiện tại.",3,0.0207
"Smith Machine Shrug phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, ở phần cuối buổi.",3,0.0207
"Tôi thích Smith Machine Shrug, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, trong nhịp tập tuần này.",3,0.0207
"Bài Smith Machine Shrug dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, sau khi hoàn thành phần chính.",3,0.0207
"Tôi thấy Smith Machine Upright Row bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, khi xét cảm giác phục hồi.",3,0.0207
"Smith Machine Upright Row phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, trong buổi tập này.",3,0.0207
"Tôi thích Smith Machine Upright Row, cảm giác vào cơ tốt và muốn giữ bài này trong lịch. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, sau vài set đầu.",3,0.0207
"Smith Machine Upright Row phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 5/5, ở phần cuối buổi.",3,0.0207
"Smith Machine Upright Row phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, ở phần cuối buổi.",3,0.0207
"Smith Machine Upright Row phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, trong buổi tập này.",3,0.0207
"Bài Smith Machine Upright Row làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.",3,0.0207
"Bài Smith Machine Upright Row vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.",3,0.0207
"Bài Smith Machine Upright Row dễ setup, cảm giác kiểm soát tốt nên tôi muốn tiếp tục duy trì. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi so với khả năng hiện tại.",3,0.0207
"Smith Machine Upright Row khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.",3,0.0207
"Tôi thấy Smith Machine Upright Row bình thường, độ khó tương đối ổn nhưng chưa phải bài tôi thích nhất. Lý do chính: Neutral, Appropriate. Mức đánh giá 3/5, ở phần cuối buổi.",3,0.0207
"Khi thực hiện Glute Bridge March, vùng Knee hơi khó chịu; nên ưu tiên phương án Review Safety. Mức đánh giá 2/5, khi theo giáo án hiện tại.",3,0.0207
"Cable Kickback phù hợp với tôi, không gây khó chịu và giúp buổi tập có nhịp ổn. Lý do chính: Positive, Appropriate. Mức đánh giá 4/5, khi xét cảm giác phục hồi.",3,0.0207
"Cable Kickback hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn reduce difficulty để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, trong nhịp tập tuần này.",3,0.0207
"Bài Cable Kickback làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",3,0.0207
"Bài Cable Kickback làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, ở bối cảnh lịch tập này.",3,0.0207
"Cable Kickback khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, trong nhịp tập tuần này.",3,0.0207
"Cable Kickback hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn reduce difficulty để tập ổn hơn. Lý do chính: Negative, Too Hard. Mức đánh giá 2/5, sau vài set đầu.",3,0.0207
"Cable Kickback khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Positive, Too Easy. Mức đánh giá 5/5, trong lần đánh giá hôm nay.",3,0.0207
"Kế hoạch này có vài điểm chưa hợp, tôi muốn change split để dễ theo hơn. Mức đánh giá 2/5, trong nhịp tập tuần này.",3,0.0207
"Kế hoạch này có vài điểm chưa hợp, tôi muốn change split để dễ theo hơn. Mức đánh giá 2/5, ở bối cảnh lịch tập này.",3,0.0207
"Tôi muốn hệ thống tiếp tục quan sát phản hồi của tôi trước khi thay đổi mạnh giáo án. Mức đánh giá 3/5, trong lần đánh giá hôm nay.",3,0.0207
"Tôi muốn hệ thống tiếp tục quan sát phản hồi của tôi trước khi thay đổi mạnh giáo án. Mức đánh giá 3/5, khi tập với mức hiện tại.",3,0.0207
"Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",2,0.0138
"Banded Good Morning tạo cảm giác không thật ổn ở Knee, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",2,0.0138
"Dumbbell Shrug tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",2,0.0138
"Tôi cảm thấy pain ở Joint discomfort khi tập Side-Lying Inner Thigh Raise, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",2,0.0138
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",2,0.0138
"Mountain Climbers tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, khi tập với mức hiện tại.",2,0.0138
"Push-Up tạo cảm giác không thật ổn ở Joint discomfort, tôi muốn kiểm tra kỹ thuật và điều chỉnh an toàn hơn. Mức đánh giá 2/5, ở phần cuối buổi.",2,0.0138
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong lần đánh giá hôm nay.",2,0.0138
"Tôi cảm thấy mild discomfort ở Knee khi tập Crab Walk, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, ở lần ghi nhận gần đây.",2,0.0138
"Khi thực hiện Sissy Squat, vùng Knee hơi khó chịu; nên ưu tiên phương án Replace Exercise. Mức đánh giá 1/5, sau khi hoàn thành phần chính.",2,0.0138
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Push-Up, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",2,0.0138
"Tôi cảm thấy mild discomfort ở Joint discomfort khi tập Plank, nên muốn replace exercise trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",2,0.0138
"Tôi cảm thấy pain ở Joint discomfort khi tập Push-Up, nên muốn review safety trước buổi sau. Mức đánh giá 1/5, trong nhịp tập tuần này.",2,0.0138
"Bài Plank làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, sau khi hoàn thành phần chính.",2,0.0138
"Tôi không hợp Leg Extension lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, ở phần cuối buổi.",2,0.0138
"Tôi không hợp Sissy Squat lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, khi tập với mức hiện tại.",2,0.0138
"Tôi không hợp Single-Leg Glute Bridge lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, khi tập với mức hiện tại.",2,0.0138
"Bài Glute Bridge March làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, khi theo giáo án hiện tại.",2,0.0138
"Bài V-Up làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.",2,0.0138
"Tibialis Raise hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, trong nhịp tập tuần này.",2,0.0138
"Tôi không hợp Wall Sit lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, khi tập với mức hiện tại.",2,0.0138
"Bài Tibialis Raise làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, khi theo giáo án hiện tại.",2,0.0138
"Lying Leg Raise hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, sau vài set đầu.",2,0.0138
"Tôi không hợp Dead Bug lắm, cảm giác kiểm soát chưa tốt nên nên cân nhắc thay thế. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, ở phần cuối buổi.",2,0.0138
"Push-Up hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, sau vài set đầu.",2,0.0138
"Bài Dead Bug làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.",2,0.0138
"Bài Bird Dog làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, khi theo giáo án hiện tại.",2,0.0138
"Dead Bug hơi quá sức hoặc khó giữ kỹ thuật, tôi muốn replace exercise để tập ổn hơn. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 2/5, ở lần ghi nhận gần đây.",2,0.0138
"Bài Bird Dog làm buổi tập nặng hơn dự kiến; tôi muốn giảm độ khó hoặc đổi biến thể. Lý do chính: Needs adjustment, Too hard. Mức đánh giá 1/5, khi theo giáo án hiện tại.",2,0.0138
