sample_id,sample_source,task_type,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week,label_name,label_value,feedback_id,history_session_id,history_item_id,plan_item_id,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,duration_feedback,progression_preference,requested_action,feedback_reason_tag_count,actual_rpe,actual_load_kg,difficulty_rating,exercise_enjoyment,pain_during_exercise,technique_quality,session_rpe,session_completion_pct,plan_item_role,exercise_preference,pain_area_count,safety_label
PREF0002073,preference_training_dataset,preference,U000480,PLAN000980,EX0046,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Neck""]","[""Cervical spine issues""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002073,WHS00018008,WHI000078889,WPI00017270,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Good,8.0,100.0,Isolation,Neutral,,
PREF0002074,preference_training_dataset,preference,U000480,PLAN000980,EX0149,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.5,1.5,2.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Wrist""]","[""Wrist pain""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002074,WHS00018008,WHI000078888,WPI00017271,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,3.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0002075,preference_training_dataset,preference,U000480,PLAN000980,EX0032,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,2.0,3.0,"[""Biceps Brachii"", ""Brachialis""]","[""Brachioradialis""]","[""Barbell""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Wrist pain"", ""Medial epicondylitis""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002075,WHS00018008,WHI000078887,WPI00017274,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,4.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0002076,preference_training_dataset,preference,U000480,PLAN000980,EX0160,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,1.5,1.5,1.0,3.0,"[""Rectus Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002076,WHS00018008,WHI000078886,WPI00017272,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Good,8.0,100.0,Core,Neutral,,
PREF0002077,preference_training_dataset,preference,U000480,PLAN000980,EX0197,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,1.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major""]","[""Anterior Deltoid""]","[""Assisted Dip Machine""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""AC joint pain""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002077,WHS00018008,WHI000078885,WPI00017273,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,3.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002078,preference_training_dataset,preference,U000480,PLAN000980,EX0226,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,1.5,1.0,3.0,"[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Obliques""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation (if performed with poor form)""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002078,WHS00018007,WHI000078884,WPI00017267,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002079,preference_training_dataset,preference,U000480,PLAN000980,EX0168,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,2.5,2.5,2.0,3.5,"[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Obliques""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002079,WHS00018007,WHI000078883,WPI00017268,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,3.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002080,preference_training_dataset,preference,U000480,PLAN000980,EX0280,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Intermediate,Intermediate,1,1,1,2.5,2.5,2.5,3.0,3.5,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Hamstrings""]","[""Acute hamstring strain""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002080,WHS00018007,WHI000078882,WPI00017269,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,4.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002081,preference_training_dataset,preference,U000480,PLAN000980,EX0004,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002081,WHS00018007,WHI000078881,WPI00017265,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Good,8.0,100.0,Primary Compound,Neutral,,
PREF0002082,preference_training_dataset,preference,U000480,PLAN000980,EX0107,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,2.0,1.5,3.0,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Mat""]",Trunk Rotation,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002082,WHS00018007,WHI000078880,WPI00017266,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,3.0,No,Fair,8.0,100.0,Primary Compound,Neutral,,
PREF0002083,preference_training_dataset,preference,U000480,PLAN000980,EX0079,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.5,2.0,2.0,1.5,3.0,"[""Gastrocnemius""]","[""Soleus""]","[""Donkey Calf Machine""]",Ankle Plantarflexion,"[""Ankle"", ""Achilles Tendon"", ""Lower Back""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002083,WHS00018006,WHI000078879,WPI00017275,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0002084,preference_training_dataset,preference,U000480,PLAN000980,EX0067,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.5,2.5,1.0,2.0,3.0,"[""Upper Trapezius""]","[""Levator Scapulae""]","[""Barbell""]",Scapular Elevation,"[""Neck"", ""Lower Back""]","[""Cervical spine pain""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002084,WHS00018006,WHI000078878,WPI00017276,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0002085,preference_training_dataset,preference,U000480,PLAN000980,EX0031,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.0,3.0,3.0,2.0,3.5,"[""Lateral Deltoid"", ""Upper Trapezius""]","[""Anterior Deltoid"", ""Biceps Brachii"", ""Brachialis""]","[""Barbell""]",Vertical Pull,"[""Shoulder"", ""Wrist""]","[""Shoulder impingement"", ""Rotator cuff issues"", ""Wrist pain""]",2,3,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002085,WHS00018006,WHI000078877,WPI00017277,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Good,8.0,100.0,Secondary Compound,Neutral,,
PREF0002086,preference_training_dataset,preference,U000480,PLAN000980,EX0224,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,3.0,3.0,3.0,4.5,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius""]","[""Mat""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Shoulder instability""]",3,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002086,WHS00018006,WHI000078876,WPI00017278,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002087,preference_training_dataset,preference,U000480,PLAN000980,EX0310,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,4.0,3.0,3.0,4.0,"[""Hamstrings"", ""Gluteus Maximus""]","[""Erector Spinae""]","[""Barbell""]",Hinge,"[""Lower Back"", ""Hamstrings""]","[""Lumbar disc herniation""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002087,WHS00018006,WHI000078875,WPI00017279,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002088,preference_training_dataset,preference,U000480,PLAN000980,EX0046,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Neck""]","[""Cervical spine issues""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002088,WHS00018005,WHI000078874,WPI00017270,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0002089,preference_training_dataset,preference,U000480,PLAN000980,EX0149,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.5,1.5,2.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Wrist""]","[""Wrist pain""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002089,WHS00018005,WHI000078873,WPI00017271,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Isolation,Neutral,,
PREF0002090,preference_training_dataset,preference,U000480,PLAN000980,EX0032,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,2.0,1.0,2.0,3.0,"[""Biceps Brachii"", ""Brachialis""]","[""Brachioradialis""]","[""Barbell""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Wrist pain"", ""Medial epicondylitis""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002090,WHS00018005,WHI000078872,WPI00017274,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Good,8.0,100.0,Isolation,Neutral,,
PREF0002091,preference_training_dataset,preference,U000480,PLAN000980,EX0160,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,1.5,1.5,1.0,3.0,"[""Rectus Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002091,WHS00018005,WHI000078871,WPI00017272,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Core,Neutral,,
PREF0002092,preference_training_dataset,preference,U000480,PLAN000980,EX0197,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,1.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major""]","[""Anterior Deltoid""]","[""Assisted Dip Machine""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""AC joint pain""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002092,WHS00018005,WHI000078870,WPI00017273,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002093,preference_training_dataset,preference,U000480,PLAN000980,EX0226,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,1.5,1.0,3.0,"[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Obliques""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation (if performed with poor form)""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002093,WHS00018004,WHI000078869,WPI00017267,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002094,preference_training_dataset,preference,U000480,PLAN000980,EX0168,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,3.0,2.5,2.5,2.0,3.5,"[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Obliques""]","[""Mat""]",Trunk Flexion,"[""Lower Back""]","[""Lumbar disc herniation""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002094,WHS00018004,WHI000078868,WPI00017268,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Secondary Compound,Neutral,,
PREF0002095,preference_training_dataset,preference,U000480,PLAN000980,EX0280,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Intermediate,Intermediate,1,1,1,2.5,2.5,2.5,3.0,3.5,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Hamstrings""]","[""Acute hamstring strain""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002095,WHS00018004,WHI000078867,WPI00017269,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.8,0.0,3.0,4.0,No,Good,8.0,100.0,Secondary Compound,Neutral,,
PREF0002096,preference_training_dataset,preference,U000480,PLAN000980,EX0004,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002096,WHS00018004,WHI000078866,WPI00017265,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.2,0.0,3.0,4.0,No,Fair,8.0,100.0,Primary Compound,Neutral,,
PREF0002097,preference_training_dataset,preference,U000480,PLAN000980,EX0107,Intermediate,Muscle Gain,Athletic Performance,Female,22,150.0,48.4,21.51,Normal,3,Auto,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,2.0,1.5,3.0,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Mat""]",Trunk Rotation,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002097,WHS00018004,WHI000078865,WPI00017266,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,8.0,0.0,3.0,3.0,No,Fair,8.0,100.0,Primary Compound,Neutral,,
PREF0002194,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002194,WHS00017970,WHI000078750,WPI00017234,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002195,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002195,WHS00017970,WHI000078747,WPI00017233,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002196,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002196,WHS00017969,WHI000078745,WPI00017229,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Fair,6.0,100.0,Primary Compound,Neutral,,
PREF0002197,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002197,WHS00017969,WHI000078742,WPI00017228,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002198,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002198,WHS00017968,WHI000078740,WPI00017224,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002199,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002199,WHS00017968,WHI000078737,WPI00017223,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002200,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002200,WHS00017967,WHI000078735,WPI00017219,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002201,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002201,WHS00017967,WHI000078732,WPI00017218,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
