sample_id,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week
REC0000065,U000065,PLAN000065,EX0004,Advanced,General Fitness,Mobility and Flexibility,Male,26,175.0,91.9,30.01,Obese,3,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.6486,0.9098,0.0,0.0,7.71,2.94,0.027,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,3
REC0000066,U000066,PLAN000066,EX0004,Intermediate,Fat Loss,General Fitness,Male,22,167.0,74.9,26.86,Overweight,4,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8,0.9429,0.0,0.0,7.09,2.0,0.0,,Safe,0.0,0,0,0,3,1,0,0,0,1,0,0,Keep,4
REC0000067,U000067,PLAN000067,EX0114,Advanced,Strength,Muscle Gain,Male,44,169.0,62.7,21.95,Normal,5,Push Pull Legs,Commercial Gym,2,0,0,Resistance Training,Advanced,Advanced,2,2,1,4.5,4.0,4.5,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Lower Back"", ""Hip""]","[""Poor hamstring mobility"", ""Lumbar disc issues""]",3,2,0.75,0.925,0.0,0.0,8.32,3.19,0.075,,Safe,0.0,0,0,0,2,3,1,0,1,0,1,0,Reduce Difficulty,5
REC0000068,U000068,PLAN000068,EX0242,Intermediate,Athletic Performance,General Fitness,Male,27,184.0,93.8,27.71,Overweight,2,Body Part Split,Commercial Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.7188,0.9196,0.0,0.0,7.37,2.72,0.0312,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Keep,2
REC0000069,U000069,PLAN000069,EX0003,Intermediate,Athletic Performance,Muscle Gain,Male,33,162.0,76.9,29.3,Overweight,4,Push Pull Legs,Commercial Gym,2,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.75,0.9167,0.0,0.0,7.03,2.09,0.0833,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Reduce Difficulty,4
REC0000070,U000070,PLAN000070,EX0263,Advanced,General Fitness,Strength,Female,20,173.0,83.6,27.93,Overweight,2,Auto,Bodyweight Only,2,1,1,Bodyweight,Intermediate,Intermediate,3,3,1,3.0,3.0,4.5,4.0,4.0,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Erector Spinae"", ""Latissimus Dorsi""]","[""Mat""]",Total Body Integration,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Spinal stenosis"", ""Shoulder impingement""]",3,2,0.7188,0.9062,0.0,0.0,7.34,2.52,0.0312,,Safe,0.0,0,0,0,7,10,2,0,2,1,1,1,Reduce Difficulty,2
REC0000073,U000073,PLAN000073,EX0004,Advanced,Strength,General Fitness,Female,20,165.0,78.0,28.65,Overweight,3,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8571,0.9488,0.0,0.0,7.98,3.0,0.0,,Safe,0.0,0,0,0,2,0,1,0,1,0,1,0,Reduce Difficulty,3
REC0000075,U000075,PLAN000075,EX0004,Intermediate,Athletic Performance,Muscle Gain,Male,34,175.0,77.9,25.44,Overweight,2,Body Part Split,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7812,0.9821,0.0,0.0,7.19,2.17,0.0,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Keep,2
REC0000076,U000076,PLAN000076,EX0004,Advanced,Athletic Performance,Muscle Gain,Male,29,178.0,83.5,26.35,Overweight,4,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7222,0.9345,0.0,0.0,7.51,2.61,0.0556,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Reduce Difficulty,4
REC0000077,U000077,PLAN000077,EX0107,Intermediate,Athletic Performance,Muscle Gain,Male,33,168.0,59.4,21.05,Normal,2,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,1,1,2.0,2.0,2.0,1.5,3.0,"[""Rectus Abdominis"", ""Obliques""]","[""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Mat""]",Trunk Rotation,"[""Lower Back"", ""Neck""]","[""Lumbar disc herniation"", ""Neck strain""]",2,2,0.7812,0.9375,0.0,0.0,7.01,2.07,0.0625,,Safe,0.0,0,0,0,9,8,1,2,1,1,1,0,Reduce Difficulty,2
REC0000078,U000078,PLAN000078,EX0004,Advanced,Muscle Gain,Fat Loss,Female,26,169.0,84.8,29.69,Overweight,6,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7436,0.936,0.0,0.0,8.38,3.0,0.0,,Safe,0.0,0,0,0,2,2,0,0,0,0,0,0,Keep,6
REC0000079,U000079,PLAN000079,EX0190,Advanced,Athletic Performance,Strength,Female,20,164.0,66.0,24.54,Normal,3,Push Pull Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,1.5,2.0,"[""Tibialis Anterior""]","[""Extensor Digitorum Longus""]","[""Wall""]",Ankle Dorsiflexion,"[""Ankle""]","[""None""]",1,1,0.7568,0.9459,0.0,0.0,7.33,2.46,0.0,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Keep,3
REC0000081,U000081,PLAN000081,EX0100,Advanced,Muscle Gain,Athletic Performance,Female,36,178.0,74.4,23.48,Normal,6,Upper Lower,Commercial Gym,2,0,0,Resistance Training,Intermediate,Intermediate,3,1,1,3.0,2.0,1.5,2.0,3.0,"[""Biceps Brachii"", ""Brachialis"", ""Brachioradialis""]","[""Forearm Extensors""]","[""Dumbbell""]",Elbow Flexion,"[""Elbow"", ""Wrist""]","[""Wrist tendonitis"", ""Tennis/Golfer elbow""]",2,2,0.775,0.9,0.0,0.0,8.31,3.69,0.0,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,6
REC0000083,U000083,PLAN000083,EX0004,Advanced,Strength,Fat Loss,Male,27,182.0,86.7,26.17,Overweight,3,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8333,0.9444,0.0,0.0,8.01,3.03,0.0278,,Safe,0.0,0,0,0,16,9,2,3,0,1,1,1,Keep,3
REC0000085,U000085,PLAN000085,EX0026,Advanced,Rehabilitation and Joint Health,Muscle Gain,Female,48,182.0,94.1,28.41,Overweight,3,Body Part Split,Limited Gym,2,1,1,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8718,0.9692,0.0,0.0,4.9,1.0,0.0,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,3
REC0000086,U000086,PLAN000086,EX0281,Intermediate,Strength,Muscle Gain,Male,21,170.0,81.7,28.27,Overweight,6,Auto,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,3.0,3.5,2.5,3.0,4.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Resistance Band""]",Horizontal Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""Shoulder impingement""]",3,1,0.7838,0.9459,0.0,0.0,8.1,3.0,0.0,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,6
REC0000087,U000087,PLAN000087,EX0260,Advanced,Athletic Performance,Mobility and Flexibility,Male,18,165.0,67.0,24.61,Normal,4,Upper Lower,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.5,4.5,3.0,4.0,4.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Dumbbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement""]",3,1,0.8286,0.9062,0.0,0.0,7.2,2.56,0.0286,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,4
REC0000089,U000089,PLAN000089,EX0227,Advanced,Muscular Endurance,Fat Loss,Female,35,170.0,50.6,17.51,Underweight,3,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.7895,0.9474,0.0,0.0,7.32,2.61,0.0526,,Safe,0.0,0,0,0,14,1,1,3,1,1,1,0,Reduce Difficulty,3
REC0000090,U000090,PLAN000090,EX0026,Intermediate,Mobility and Flexibility,Athletic Performance,Female,21,164.0,68.7,25.54,Overweight,2,Body Part Split,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.8125,0.9375,0.0,0.0,6.23,2.03,0.0312,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,2
REC0000091,U000091,PLAN000091,EX0227,Intermediate,Muscular Endurance,Athletic Performance,Male,31,175.0,95.6,31.22,Obese,4,Upper Lower,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.7805,0.9268,0.0,0.0,7.01,2.03,0.0244,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,4
REC0000092,U000092,PLAN000092,EX0004,Advanced,General Fitness,Fat Loss,Male,39,176.0,76.0,24.54,Normal,3,Full Body,Limited Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8718,0.9744,0.0,0.0,6.77,2.03,0.0256,,Safe,0.0,0,0,0,2,1,0,0,0,0,0,0,Keep,3
REC0000093,U000093,PLAN000093,EX0004,Beginner,Fat Loss,Athletic Performance,Male,23,165.0,72.4,26.59,Overweight,4,Upper Lower,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8108,0.973,0.0,0.0,6.91,2.0,0.0,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Keep,4
REC0000094,U000094,PLAN000094,EX0004,Beginner,General Fitness,Rehabilitation and Joint Health,Female,37,179.0,65.5,20.44,Normal,6,Auto,Commercial Gym,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8857,0.9714,0.0,0.0,6.89,2.12,0.0,,Safe,0.0,0,0,0,2,0,0,0,0,0,0,0,Keep,6
REC0000095,U000095,PLAN000095,EX0243,Advanced,Muscle Gain,Strength,Female,18,168.0,58.7,20.8,Normal,6,Chest Back Legs,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.0,4.0,3.0,3.5,4.0,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius"", ""Pectoralis Major (Clavicular Head)""]","[""Kettlebell""]",Vertical Push,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Shoulder impingement"", ""Wrist pain""]",3,2,0.8,0.9218,0.0,0.0,8.27,3.03,0.025,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,6
REC0000096,U000096,PLAN000096,EX0242,Advanced,Strength,Muscular Endurance,Female,22,165.0,70.8,26.01,Overweight,6,Body Part Split,Home Gym,2,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.8684,0.9731,0.0,0.0,7.89,3.05,0.0526,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Reduce Difficulty,6
REC0000097,U000097,PLAN000097,EX0004,Intermediate,General Fitness,Rehabilitation and Joint Health,Male,23,165.0,63.8,23.43,Normal,4,Auto,Commercial Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7778,0.9167,0.0,0.0,7.32,2.67,0.0556,,Safe,0.0,0,0,0,17,1,2,3,1,1,1,1,Reduce Difficulty,4
REC0000098,U000098,PLAN000098,EX0242,Advanced,Strength,Athletic Performance,Male,39,160.0,70.9,27.7,Overweight,4,Auto,Limited Gym,2,1,1,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.8049,0.9502,0.0,0.0,8.18,3.03,0.0244,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,4
REC0000100,U000100,PLAN000100,EX0242,Advanced,Strength,Athletic Performance,Male,19,172.0,56.8,19.2,Normal,6,Upper Lower,Home Gym,4,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.8649,0.9749,0.0,0.0,7.89,3.36,0.0541,,Safe,0.0,0,0,0,6,1,1,0,1,1,1,1,Reduce Difficulty,6
REC0000101,U000101,PLAN000101,EX0004,Beginner,Strength,Athletic Performance,Female,24,154.0,61.0,25.72,Overweight,5,Body Part Split,Commercial Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8286,0.9927,0.0,0.0,8.22,3.03,0.0286,,Safe,0.0,0,0,0,7,7,2,1,2,1,1,0,Reduce Difficulty,5
REC0000103,U000103,PLAN000103,EX0179,Beginner,Athletic Performance,Muscular Endurance,Male,28,167.0,93.4,33.49,Obese,3,Upper Lower,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,2,1,2.5,1.5,1.5,1.5,2.5,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Hip Flexors""]","[""Mat""]",Core Anti-Extension,"[""Lower Back""]","[""None""]",1,1,0.7895,0.9194,0.0,0.0,7.32,2.54,0.0,,Safe,0.0,0,0,0,14,1,1,3,1,1,1,0,Reduce Difficulty,3
REC0000104,U000104,PLAN000104,EX0194,Intermediate,General Fitness,Strength,Male,30,167.0,67.0,24.02,Normal,6,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.8611,0.9722,0.0,0.0,6.88,2.0,0.0,,Safe,0.0,0,0,0,1,1,0,0,0,0,0,0,Keep,6
REC0000105,U000105,PLAN000105,EX0004,Beginner,Fat Loss,Strength,Male,25,173.0,92.0,30.74,Obese,5,Auto,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7805,0.9492,0.0,0.0,7.01,2.05,0.0488,,Safe,0.0,0,0,0,9,2,1,1,1,1,1,0,Reduce Difficulty,5
REC0000106,U000106,PLAN000106,EX0095,Intermediate,Athletic Performance,General Fitness,Male,23,159.0,84.4,33.38,Obese,4,Push Pull Legs,Home Gym,4,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,4.0,4.5,3.5,3.5,5.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar spine instability""]",3,2,0.8718,0.9738,0.0,0.0,6.99,2.05,0.0513,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Reduce Difficulty,4
REC0000107,U000107,PLAN000107,EX0263,Advanced,Muscular Endurance,Mobility and Flexibility,Male,22,159.0,63.8,25.24,Overweight,2,Body Part Split,Bodyweight Only,3,1,1,Bodyweight,Intermediate,Intermediate,3,3,1,3.0,3.0,4.5,4.0,4.0,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Erector Spinae"", ""Latissimus Dorsi""]","[""Mat""]",Total Body Integration,"[""Shoulder"", ""Lower Back"", ""Wrist""]","[""Spinal stenosis"", ""Shoulder impingement""]",3,2,0.8125,0.9375,0.0,0.0,7.19,2.2,0.0,,Review,0.55,1,0,0,3,0,0,0,0,0,0,0,Review Safety,2
REC0000110,U000110,PLAN000110,EX0277,Intermediate,Mobility and Flexibility,Athletic Performance,Male,35,173.0,81.9,27.36,Overweight,5,Upper Lower,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.8684,0.973,0.0,0.0,5.88,2.0,0.0,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,5
REC0000114,U000114,PLAN000114,EX0223,Intermediate,Strength,Mobility and Flexibility,Male,31,187.0,86.9,24.85,Normal,6,Chest Back Legs,Commercial Gym,4,0,0,Bodyweight,Intermediate,Intermediate,1,2,1,2.5,3.5,2.5,2.5,4.0,"[""Pectoralis Major (Clavicular Head Bias)""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bench""]",Horizontal Push,"[""Shoulder"", ""Wrist""]","[""Shoulder impingement""]",2,1,0.9189,0.9722,0.0,0.0,7.78,3.0,0.0,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,6
REC0000116,U000116,PLAN000116,EX0180,Beginner,Athletic Performance,Muscular Endurance,Male,34,163.0,86.8,32.67,Obese,3,Upper Lower,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.875,0.9732,0.0,0.0,6.89,2.0,0.0,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,3
REC0000119,U000119,PLAN000119,EX0106,Advanced,Rehabilitation and Joint Health,General Fitness,Male,35,160.0,58.7,22.93,Normal,2,Chest Back Legs,Home Gym,3,0,0,Bodyweight,Advanced,Advanced,2,2,1,3.5,2.5,2.0,4.0,3.0,"[""Adductors (Longus, Magnus, Brevis)"", ""Gracilis""]","[""Obliques"", ""Gluteus Medius (bottom leg)""]","[""Bench""]",Hip Adduction,"[""Groin"", ""Shoulder""]","[""Acute groin pull"", ""Shoulder instability""]",2,2,0.7812,0.9375,0.0,0.0,5.35,1.5,0.0,,Safe,0.0,0,0,0,1,2,0,0,0,0,0,0,Keep,2
REC0000121,U000121,PLAN000121,EX0004,Intermediate,Muscular Endurance,Muscle Gain,Male,21,182.0,95.3,28.77,Overweight,6,Body Part Split,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8649,0.9337,0.0,0.0,6.91,2.29,0.0541,,Safe,0.0,0,0,0,4,1,1,1,1,1,1,0,Reduce Difficulty,6
REC0000122,U000122,PLAN000122,EX0004,Beginner,Rehabilitation and Joint Health,Muscular Endurance,Male,38,172.0,79.1,26.74,Overweight,5,Push Pull Legs,Limited Gym,3,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8571,0.9649,0.0,0.0,4.88,1.0,0.0,,Review,0.55,1,0,0,13,1,1,4,1,1,1,0,Review Safety,5
REC0000123,U000123,PLAN000123,EX0095,Intermediate,General Fitness,Mobility and Flexibility,Male,33,171.0,65.8,22.5,Normal,3,Push Pull Legs,Home Gym,3,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,4.0,4.5,3.5,3.5,5.5,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Quadriceps"", ""Gluteus Maximus"", ""Lateral Deltoid""]","[""Barbell""]",Vertical Push,"[""Shoulder"", ""Knee"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar spine instability""]",3,2,0.95,1.0,0.0,0.0,6.77,2.0,0.0,,Safe,0.0,0,0,0,3,0,0,0,0,0,0,0,Keep,3
REC0000124,U000124,PLAN000124,EX0004,Beginner,Muscular Endurance,Rehabilitation and Joint Health,Male,33,179.0,81.4,25.4,Overweight,5,Push Pull Legs,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.7632,0.9333,0.0,0.0,7.07,2.11,0.0526,,Safe,0.0,0,0,0,2,0,0,0,0,0,0,0,Reduce Difficulty,5
REC0000125,U000125,PLAN000125,EX0194,Beginner,Mobility and Flexibility,Rehabilitation and Joint Health,Male,37,167.0,49.3,17.68,Underweight,4,Body Part Split,Bodyweight Only,1,0,0,Bodyweight,Beginner,Beginner,3,4,1,4.5,3.0,1.0,3.0,8.0,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]","[""Triceps Brachii"", ""Anterior Deltoid"", ""Hamstrings"", ""Calves""]","[""Bodyweight""]",Total Body Integration,"[""Wrist"", ""Knee"", ""Lower Back""]",[],3,0,0.6944,0.8889,0.0,0.0,6.78,3.12,0.0556,,Monitor,0.35,2,0,0,1,1,0,0,0,0,0,0,Reduce Difficulty,4
REC0000128,U000128,PLAN000128,EX0004,Intermediate,Muscle Gain,Muscular Endurance,Female,31,166.0,59.0,21.41,Normal,6,Chest Back Legs,Bodyweight Only,2,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.8378,0.9459,0.0,0.0,8.19,3.03,0.027,,Safe,0.0,0,0,0,2,0,0,0,0,0,0,0,Keep,6
