plan_item_id,plan_id,week_number,day_number,day_name,day_type,session_name,exercise_role,priority_score,selection_reason,focus_muscles,exercise_order,exercise_id,exercise_name_snapshot,exercise_min_level_snapshot,exercise_goals_snapshot,exercise_equipment_snapshot,primary_muscles_snapshot,sets,rep_min,rep_max,duration_seconds,intensity_unit,target_intensity,rest_seconds,tempo,set_type,warmup_sets,is_optional,progression_rule,substitution_exercise_ids,coaching_note
WPI00001585,PLAN000091,1,3,Wednesday,Training,Day 3 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]",3,EX0277,Crab Walk,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]",2,12,20,,RPE,7,45,2-0-2,Working,0,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001586,PLAN000091,1,3,Wednesday,Training,Day 3 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]",2,EX0194,Burpee,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Pectoralis Major"", ""Gluteus Maximus""]",2,12,20,,RPE,7,45,2-0-2,Working,0,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001587,PLAN000091,1,3,Wednesday,Training,Day 3 - Auto,Secondary Compound,3,covers Vertical Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Anterior Deltoid"", ""Lateral Deltoid""]",1,EX0224,Pike Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Anterior Deltoid"", ""Lateral Deltoid""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001588,PLAN000091,1,4,Thursday,Training,Day 4 - Auto,Primary Compound,4,primary-goal aligned; covers Total Body Integration; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Core"", ""Hip Flexors""]",1,EX0227,Mountain Climbers,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Core"", ""Hip Flexors""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001589,PLAN000091,1,4,Thursday,Training,Day 4 - Auto,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major""]",2,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001590,PLAN000091,1,4,Thursday,Training,Day 4 - Auto,Secondary Compound,4,primary-goal aligned; covers Total Body Integration; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]",3,EX0263,Hindu Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Pectoralis Major"", ""Anterior Deltoid"", ""Triceps Brachii""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001591,PLAN000091,1,4,Thursday,Training,Day 4 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Anterior Deltoid"", ""Lateral Deltoid""]",5,EX0224,Pike Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Anterior Deltoid"", ""Lateral Deltoid""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001592,PLAN000091,1,4,Thursday,Training,Day 4 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Quadriceps"", ""Gluteus Maximus"", ""Adductor Magnus""]",6,EX0172,Cossack Squat,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Quadriceps"", ""Gluteus Maximus"", ""Adductor Magnus""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001593,PLAN000091,1,4,Thursday,Training,Day 4 - Auto,Primary Compound,3,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Rectus Abdominis"", ""Obliques""]",4,EX0107,Bicycle Crunch,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Mat""]","[""Rectus Abdominis"", ""Obliques""]",2,12,20,,RPE,7,45,2-0-2,Working,1,No,Add reps within the range first; increase load only after all sets reach the top of the range at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001594,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Primary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001595,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Primary Compound,4,primary-goal aligned; covers Horizontal Pull; training-level compatible; equipment-compatible,"[""Latissimus Dorsi"", ""Rhomboids""]",2,EX0099,Renegade Row,Advanced,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Latissimus Dorsi"", ""Rhomboids""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001596,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Secondary Compound,4,primary-goal aligned; covers Lunge; training-level compatible; equipment-compatible,"[""Quadriceps"", ""Gluteus Maximus""]",3,EX0135,Dumbbell Reverse Lunge,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Quadriceps"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001597,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Secondary Compound,4,primary-goal aligned; covers Hinge; training-level compatible; equipment-compatible,"[""Hamstrings"", ""Gluteus Maximus""]",4,EX0247,Single-Leg Romanian Deadlift,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Hamstrings"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001598,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Hamstrings"", ""Gluteus Maximus""]",5,EX0042,Dumbbell Romanian Deadlift,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Hamstrings"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001599,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Isolation,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Anterior Deltoid""]",6,EX0080,Dumbbell Front Raise,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Anterior Deltoid""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001600,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Isolation,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Brachioradialis"", ""Brachialis""]",7,EX0037,Dumbbell Hammer Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Brachioradialis"", ""Brachialis""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001601,PLAN000092,1,1,Friday,Training,Day 1 - Full Body,Isolation,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Upper Trapezius""]",8,EX0059,Dumbbell Shrug,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Upper Trapezius""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001602,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Primary Compound,3,covers Horizontal Push; training-level compatible; equipment-compatible,"[""Pectoralis Major"", ""Triceps Brachii""]",1,EX0242,Dumbbell Floor Press,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Pectoralis Major"", ""Triceps Brachii""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001603,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Isolation,3,covers Elbow Flexion; training-level compatible; equipment-compatible,"[""Brachioradialis"", ""Brachialis""]",6,EX0037,Dumbbell Hammer Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Brachioradialis"", ""Brachialis""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001604,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Secondary Compound,4,primary-goal aligned; covers Lunge; training-level compatible; equipment-compatible,"[""Quadriceps"", ""Gluteus Maximus""]",2,EX0040,Dumbbell Walking Lunge,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Quadriceps"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001605,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Secondary Compound,3,covers Hinge; training-level compatible; equipment-compatible,"[""Hamstrings"", ""Gluteus Maximus""]",3,EX0042,Dumbbell Romanian Deadlift,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Hamstrings"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001606,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Secondary Compound,4,primary-goal aligned; covers Total Body Integration; training-level compatible; equipment-compatible,"[""Gluteus Maximus"", ""Hamstrings""]",4,EX0294,Dumbbell Clean,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Gluteus Maximus"", ""Hamstrings""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001607,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Pectoralis Major"", ""Obliques""]",5,EX0262,Spiderman Push-Up,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major"", ""Obliques""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001608,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Isolation,3,covers Vertical Push; training-level compatible; equipment-compatible,"[""Anterior Deltoid""]",7,EX0080,Dumbbell Front Raise,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Anterior Deltoid""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001609,PLAN000092,1,2,Monday,Training,Day 2 - Full Body,Isolation,3,covers Scapular Elevation; training-level compatible; equipment-compatible,"[""Upper Trapezius""]",8,EX0059,Dumbbell Shrug,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Upper Trapezius""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001610,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Isolation,3,covers Vertical Push; training-level compatible; equipment-compatible,"[""Lateral Deltoid""]",6,EX0158,Dumbbell Lateral Raise,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Lateral Deltoid""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001611,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Isolation,3,covers Horizontal Pull; training-level compatible; equipment-compatible,"[""Posterior Deltoid""]",7,EX0068,Bent-Over Dumbbell Reverse Fly,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Posterior Deltoid""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
