exercise_id,exercise_name,aliases,category,body_region,mechanics_type,movement_pattern,force_type,kinetic_chain,laterality,equipment,load_position,primary_muscles,secondary_muscles,stabilizer_muscles,movement_planes,joint_actions,range_of_motion_type,resistance_profile,muscle_length_bias,axial_loading,minimum_training_level,technical_complexity_score,coordination_requirement,stability_requirement,mobility_requirement,balance_requirement,systemic_fatigue_score,local_fatigue_score,recommended_goals,relative_injury_risk,joint_stress_areas,contraindications,exercise_setup,execution_steps,common_mistakes,cues,breathing_pattern,progressions,regressions,alternatives,met_value,source_ids,record_status,last_reviewed_date
EX0205,Flat Dumbbell Bench Press,"[""Dumbbell Press"", ""DB Bench""]",Resistance Training,Upper Body,Compound,Horizontal Push,Push,Open Chain,Bilateral,"[""Dumbbell"", ""Flat Bench""]",Anterior,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Latissimus Dorsi""]","[""Transverse"", ""Sagittal""]","[""Shoulder Horizontal Adduction"", ""Elbow Extension""]",Full,Ascending,Lengthened,Moderate,Intermediate,3,3,3.5,2.5,3,3.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow""]","[""Shoulder instability""]",Sit on a flat bench with dumbbells resting on your thighs. Kick the weights up with your knees as you lie back.,"[""Hold the dumbbells over your chest with arms fully extended, palms facing forward."", ""Lower the dumbbells under control until they are roughly level with your chest, elbows tucked at a 45-degree angle."", ""Press the weights forcefully back to the starting position.""]","[""Flaring elbows out to 90 degrees"", ""Clanking the dumbbells together at the top"", ""Lifting the glutes off the bench""]","[""Tuck the elbows"", ""Drive feet into the floor"", ""Squeeze the chest at the top""]","Inhale while lowering, exhale while pressing.","[""Pause Dumbbell Press"", ""Heavier Load""]","[""Machine Chest Press"", ""Push-Up""]","[""Barbell Bench Press"", ""Machine Chest Press""]",4,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0206,Incline Dumbbell Chest Press,"[""Incline DB Press""]",Resistance Training,Upper Body,Compound,Horizontal Push,Push,Open Chain,Bilateral,"[""Dumbbell"", ""Incline Bench""]",Anterior,"[""Pectoralis Major (Clavicular Head)""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Latissimus Dorsi""]","[""Transverse"", ""Sagittal""]","[""Shoulder Horizontal Adduction"", ""Shoulder Flexion"", ""Elbow Extension""]",Full,Ascending,Lengthened,Moderate,Intermediate,3,3,3.5,2.5,3,3.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Elbow""]","[""Shoulder impingement""]",Set a bench to a 30-45 degree incline. Kick the dumbbells up to your shoulders and lie back.,"[""Press the dumbbells straight up over your upper chest."", ""Lower the dumbbells slowly until you feel a deep stretch in the upper pecs."", ""Press the weights back to the top, squeezing the chest.""]","[""Setting the bench too high (turns it into a shoulder press)"", ""Arching the lower back excessively"", ""Flaring the elbows""]","[""Elbows at 45 degrees"", ""Press straight up over the collarbone"", ""Control the descent""]","Inhale while lowering, exhale while pressing.","[""Pause Incline Press"", ""Heavier Load""]","[""Machine Incline Press"", ""Flat Dumbbell Press""]","[""Incline Barbell Press"", ""Low-to-High Cable Fly""]",4,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0207,High Pulley Face Pull,"[""Face Pull""]",Resistance Training,Upper Body,Isolation,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Cable Machine"", ""Rope Attachment""]",Anterior,"[""Posterior Deltoid"", ""Infraspinatus"", ""Teres Minor""]","[""Rhomboids"", ""Middle Trapezius""]","[""Core""]","[""Transverse""]","[""Shoulder Horizontal Abduction"", ""Shoulder External Rotation""]",Full,Constant,Shortened,Low,Beginner,2.5,2.5,2,1.5,1.5,1.5,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder""]","[""None""]",Set a cable pulley to upper chest or face height. Grab the rope with a neutral or overhand grip.,"[""Pull the rope toward your face, letting your elbows flare outward and pulling your hands apart."", ""As the rope nears your face, externally rotate your shoulders so your hands go back past your ears (like a double bicep pose)."", ""Squeeze your upper back, then slowly return to the start.""]","[""Pulling to the neck instead of the face"", ""Not separating the hands"", ""Using too much weight and leaning back""]","[""Pull to the eyes/nose"", ""Squeeze the shoulder blades"", ""Rotate the hands back""]","Exhale while pulling, inhale while returning.","[""Kneeling Face Pull"", ""Pause Reps""]","[""Band Face Pull""]","[""Band Pull-Apart"", ""Reverse Pec Deck Fly""]",2,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0208,Barbell Romanian Deadlift,"[""Barbell RDL""]",Resistance Training,Lower Body,Compound,Hinge,Pull,Closed Chain,Bilateral,"[""Barbell"", ""Weight Plates""]",Anterior,"[""Hamstrings"", ""Gluteus Maximus""]","[""Erector Spinae"", ""Adductor Magnus""]","[""Core"", ""Latissimus Dorsi"", ""Forearms""]","[""Sagittal""]","[""Hip Extension""]",Partial,Ascending,Lengthened,High,Intermediate,3.5,3.5,3.5,3.5,3.5,4.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",High,"[""Lower Back"", ""Hamstrings""]","[""Lumbar disc herniation"", ""Acute hamstring strain""]","Stand holding a barbell with an overhand grip, feet shoulder-width apart. Keep a slight, fixed bend in your knees.","[""Hinge at the hips, pushing your glutes backward to lower the bar along your thighs."", ""Keep your back perfectly straight and your lats engaged. Lower until you feel a deep stretch in the hamstrings (usually just below the knees)."", ""Drive your hips forward to stand back up, squeezing the glutes.""]","[""Rounding the lower back"", ""Bending the knees too much (turning it into a squat)"", ""Letting the bar drift away from the legs""]","[""Shave your legs with the bar"", ""Push hips to the wall behind you"", ""Chest proud""]","Inhale and brace while hinging down, exhale while standing up.","[""Deficit RDL"", ""Snatch-Grip RDL""]","[""Dumbbell RDL"", ""Cable Pull-Through""]","[""Good Morning"", ""Glute-Ham Raise""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0209,Cross-Bench Dumbbell Pullover,"[""Cross-Bench Pullover""]",Resistance Training,Upper Body,Compound,Vertical Pull,Pull,Open Chain,Bilateral,"[""Dumbbell"", ""Flat Bench""]",Overhead,"[""Latissimus Dorsi"", ""Pectoralis Major""]","[""Serratus Anterior"", ""Triceps Brachii (Long Head)""]","[""Core""]","[""Sagittal""]","[""Shoulder Extension""]",Full,Ascending,Lengthened,Low,Intermediate,3,3,2.5,2.5,2,3,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Lower Back""]","[""Shoulder impingement"", ""Anterior shoulder instability""]",Lie perpendicular across a flat bench with your upper back resting on it. Hold a single dumbbell with both hands (diamond grip under the top plate) directly over your chest.,"[""Keeping your arms relatively straight with a slight elbow bend, lower the dumbbell in an arc behind your head."", ""Lower until you feel a deep stretch in your lats and chest."", ""Pull the dumbbell back over your chest in the same arc.""]","[""Bending the elbows into a triceps extension"", ""Dropping the hips too much"", ""Overstretching the shoulder joint""]","[""Keep elbows fixed"", ""Stretch the ribcage"", ""Pull with the lats""]","Inhale deeply while lowering, exhale while pulling back over.","[""Barbell Pullover"", ""Heavier Dumbbell""]","[""Machine Pullover"", ""Cable Pullover""]","[""Straight-Arm Cable Pulldown"", ""Machine Pullover""]",3,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0210,Seated Machine Chest Press,[],Resistance Training,Upper Body,Compound,Horizontal Push,Push,Open Chain,Bilateral,"[""Chest Press Machine""]",Machine Guided,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""None""]","[""Transverse"", ""Sagittal""]","[""Shoulder Horizontal Adduction"", ""Elbow Extension""]",Full,Machine Dependent,Shortened,Low,Beginner,1,1,1,2,1.5,3,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow""]",[],Adjust the seat height so the handles align with your mid-chest. Sit with your back flat against the pad.,"[""Grip the handles and press them forward until your arms are fully extended."", ""Squeeze your chest at the top."", ""Slowly lower the handles back until you feel a stretch in your chest, without letting the weight stack rest.""]","[""Lifting the lower back off the pad"", ""Using momentum"", ""Locking the elbows too violently""]","[""Keep chest up"", ""Drive through the palms"", ""Control the negative""]","Exhale while pressing, inhale while returning.","[""Single-Arm Machine Press"", ""Pause Reps""]","[""Lighter Load"", ""Push-Up (Kneeling)""]","[""Barbell Bench Press"", ""Dumbbell Bench Press""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0211,Belt Squat,"[""Machine Belt Squat""]",Resistance Training,Lower Body,Compound,Squat,Push,Closed Chain,Bilateral,"[""Belt Squat Machine""]",Distal,"[""Quadriceps"", ""Gluteus Maximus""]","[""Hamstrings""]","[""Core (Minimal)""]","[""Sagittal""]","[""Hip Extension"", ""Knee Extension""]",Full,Machine Dependent,Mid-Range,Low,Beginner,2,2,1.5,3.5,3,4,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Knee"", ""Hip""]","[""Pelvic floor dysfunction""]",Strap the belt around your hips and attach it to the machine's carriage. Stand on the platform with feet shoulder-width apart.,"[""Squat down by bending your knees and hips, keeping your torso upright."", ""Go as deep as your mobility allows."", ""Drive through your feet to stand back up. The load is placed entirely on the hips, completely deloading the spine.""]","[""Letting the knees cave inward"", ""Standing too far forward or back on the platform"", ""Not achieving full depth""]","[""Chest tall"", ""Drive through the mid-foot"", ""Enjoy the spinal decompression""]","Inhale while descending, exhale while ascending.","[""Pause Belt Squat"", ""Belt Squat March""]","[""Leg Press""]","[""Barbell Back Squat"", ""Hack Squat""]",4,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0212,Pendulum Squat,"[""Machine Pendulum Squat""]",Resistance Training,Lower Body,Compound,Squat,Push,Closed Chain,Bilateral,"[""Pendulum Squat Machine""]",Posterior,"[""Quadriceps (Vastus Biased)""]","[""Gluteus Maximus"", ""Hamstrings""]","[""Core""]","[""Sagittal""]","[""Hip Extension"", ""Knee Extension""]",Full,Machine Dependent,Lengthened,Low,Intermediate,2.5,2,1.5,4,3,4.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Knee"", ""Lower Back""]","[""Acute knee pain""]",Position your back flat against the pad and shoulders under the yokes. Place your feet on the platform.,"[""Lower the machine by bending your knees. The pendulum arc allows you to squat extremely deep while maintaining an upright torso."", ""Squat until your hamstrings touch your calves (if mobility permits)."", ""Drive through the platform to stand back up.""]","[""Lifting the heels off the platform"", ""Letting the lower back round off the pad"", ""Bouncing out of the bottom""]","[""Keep back glued to pad"", ""Deep stretch for the quads"", ""Control the descent""]","Inhale while descending, exhale while ascending.","[""Pause Pendulum Squat"", ""1.5 Reps""]","[""Leg Press"", ""Hack Squat""]","[""Hack Squat"", ""Barbell Front Squat""]",4.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0213,Incline Chest-Supported Dumbbell Row,"[""Incline Dumbbell Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Dumbbell"", ""Incline Bench""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]","[""Posterior Deltoid"", ""Biceps Brachii""]","[""None""]","[""Sagittal"", ""Transverse""]","[""Shoulder Extension"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Shortened,Low,Beginner,1.5,1.5,1,2,1.5,2.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow""]","[""None""]",Set a bench to a 30-45 degree incline. Lie face down with your chest supported by the pad. Hold a dumbbell in each hand with arms hanging straight down.,"[""Pull the dumbbells up toward your ribcage by driving your elbows back."", ""Squeeze your shoulder blades together at the top."", ""Lower the dumbbells slowly to a full stretch.""]","[""Lifting the chest off the pad"", ""Swinging the weights"", ""Pulling too high into the armpits (engages traps instead of lats/mid-back)""]","[""Chest glued to the bench"", ""Drive elbows to the ceiling"", ""Squeeze the back""]","Exhale while rowing, inhale while lowering.","[""Pause Chest-Supported Row"", ""Single-Arm Alternating""]","[""Lighter Load""]","[""Machine Row"", ""Seal Row""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0214,Iso-Lateral Machine Row,"[""Hammer Strength Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Unilateral,"[""Iso-Lateral Row Machine""]",Machine Guided,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Posterior Deltoid"", ""Biceps Brachii"", ""Trapezius""]","[""Core (if unsupported)""]","[""Sagittal""]","[""Shoulder Extension"", ""Elbow Flexion""]",Full,Machine Dependent,Shortened,Low,Beginner,1.5,1.5,1.5,2,1.5,3,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Elbow""]","[""None""]","Adjust the seat height so the chest pad hits your mid-chest. Sit and grab the handles (perform one arm at a time for better focus, or both).","[""Pull the handle back toward your torso, squeezing the lat and upper back."", ""Keep your chest pressed against the pad."", ""Control the weight back to a full stretch.""]","[""Twisting the torso off the pad to cheat the weight"", ""Shortening the range of motion""]","[""Pull with the elbow"", ""Squeeze the back"", ""Control the stretch""]","Exhale while pulling, inhale while returning.","[""Heavier Load"", ""Pause Reps""]","[""Lighter Load"", ""Seated Cable Row""]","[""Seated Cable Row"", ""Dumbbell Row""]",3.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0215,Close-Grip Push-Up,"[""Diamond Push-Up"", ""Triceps Push-Up""]",Bodyweight,Upper Body,Compound,Horizontal Push,Push,Closed Chain,Bilateral,"[""Bodyweight""]",Bodyweight,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Core"", ""Serratus Anterior""]","[""Sagittal"", ""Transverse""]","[""Elbow Extension"", ""Shoulder Flexion""]",Full,Ascending,Lengthened,Low,Intermediate,2.5,2,3,3,2,3.5,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",Get into a push-up position. Place your hands close together under your chest (forming a diamond shape with index fingers and thumbs is optional).,"[""Keeping your body in a straight line, lower your chest toward your hands."", ""Keep your elbows tucked tightly to your sides to maximize triceps engagement."", ""Press forcefully back up to full elbow lockout.""]","[""Hips sagging"", ""Flaring elbows out (puts extreme stress on wrists)"", ""Not locking out elbows""]","[""Elbows brush the ribs"", ""Body like a board"", ""Squeeze triceps at the top""]","Inhale while lowering, exhale while pressing.","[""Weighted Close-Grip Push-Up"", ""Feet Elevated Close-Grip Push-Up""]","[""Kneeling Close-Grip Push-Up"", ""Incline Close-Grip Push-Up""]","[""Close-Grip Bench Press"", ""Triceps Dip""]",3.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0216,Suitcase Deadlift,"[""Unilateral Deadlift""]",Resistance Training,Total Body,Compound,Hinge,Pull,Closed Chain,Unilateral,"[""Dumbbell"", ""Kettlebell""]",Lateral,"[""Gluteus Maximus"", ""Hamstrings"", ""Quadriceps""]","[""Erector Spinae"", ""Forearms""]","[""Core (Obliques)"", ""Quadratus Lumborum""]","[""Sagittal"", ""Frontal""]","[""Hip Extension"", ""Knee Extension"", ""Isometric Spinal Lateral Flexion""]",Full,Ascending,Lengthened,Moderate,Intermediate,3,3.5,4,3.5,3.5,4,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back"", ""Knee""]","[""Acute low back pain"", ""Herniated disc""]",Stand next to a heavy dumbbell or kettlebell. Feet shoulder-width apart.,"[""Hinge at the hips and bend your knees to grip the weight with one hand."", ""Keeping your core highly braced to prevent your torso from twisting or leaning, drive through the floor to stand up straight."", ""Lower the weight back to the floor under control.""]","[""Leaning heavily toward the weight side"", ""Twisting the shoulders"", ""Rounding the lower back""]","[""Shoulders square"", ""Brace the core hard"", ""Push the floor away""]","Inhale and brace before lifting, exhale at the top.","[""Heavier Load"", ""Deficit Suitcase Deadlift""]","[""Suitcase Deadlift off a block (shorter ROM)"", ""Suitcase Carry""]","[""Conventional Deadlift"", ""Farmer's Walk""]",4,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0217,Kas Glute Bridge,"[""Short ROM Glute Bridge""]",Resistance Training,Lower Body,Isolation,Hip Extension,Push,Closed Chain,Bilateral,"[""Barbell"", ""Bench""]",Anterior,"[""Gluteus Maximus""]","[""None""]","[""Core""]","[""Sagittal""]","[""Hip Extension""]",Partial,Ascending,Shortened,Low,Intermediate,2.5,2.5,2,2.5,1.5,2,5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Pelvis""]","[""Pelvic floor dysfunction""]",Set up exactly like a barbell hip thrust on a bench.,"[""Instead of a full range of motion, drop your hips only a few inches (keeping tension entirely on the glutes)."", ""Thrust back up and squeeze the glutes intensely at lockout."", ""This shortened ROM minimizes quad and hamstring involvement.""]","[""Doing a full hip thrust (which engages more quads/hamstrings)"", ""Hyperextending the lower back"", ""Rushing the reps""]","[""Tiny movement"", ""Squeeze the glutes"", ""Keep chin tucked""]","Inhale on the slight drop, exhale on the squeeze.","[""Heavier Load"", ""Pause Reps"", ""Banded Kas Glute Bridge""]","[""Bodyweight Glute Bridge""]","[""Barbell Hip Thrust"", ""Cable Kickback""]",4,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0218,Front Plank with Reach,"[""Plank Reach""]",Bodyweight,Core,Isometric,Core Anti-Rotation,Push,Closed Chain,Alternating,"[""Mat""]",Bodyweight,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae""]","[""Shoulders"", ""Gluteus Maximus""]","[""Sagittal"", ""Transverse""]","[""Isometric Spinal Stabilization"", ""Shoulder Flexion""]",,Constant,Mid-Range,Moderate,Intermediate,2.5,3,3.5,2.5,2.5,2,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder"", ""Lower Back""]","[""Shoulder instability""]",Get into a standard forearm plank position with a slightly wider foot stance for balance.,"[""Brace your core to lock your hips in place."", ""Slowly reach one arm straight out in front of you."", ""Hold for a second, return the arm, and alternate to the other side."", ""Do not let your hips twist or sway as you lift the arm.""]","[""Hips aggressively twisting side to side"", ""Lower back sagging"", ""Lifting the arm too fast""]","[""Imagine a glass of water on your back"", ""Squeeze the glutes"", ""Reach slowly""]",Breathe rhythmically.,"[""Plank with DB Reach"", ""Plank on an unstable surface (Bosu)""]","[""Standard Plank"", ""Kneeling Plank with Reach""]","[""Bird Dog"", ""Renegade Row""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0219,Dumbbell Y-Raise,"[""Prone Y-Raise"", ""Trap Y-Raise""]",Resistance Training,Upper Body,Isolation,Vertical Pull,Pull,Open Chain,Bilateral,"[""Dumbbell"", ""Incline Bench""]",Anterior,"[""Lower Trapezius"", ""Lateral Deltoid""]","[""Anterior Deltoid"", ""Serratus Anterior""]","[""Core""]","[""Frontal"", ""Sagittal""]","[""Shoulder Flexion"", ""Scapular Upward Rotation""]",Full,Ascending,Shortened,Low,Beginner,2.5,2,1.5,2,1,1.5,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Shoulder""]","[""Shoulder impingement""]",Lie face down on a 45-degree incline bench holding light dumbbells. Let arms hang straight down with thumbs pointing up.,"[""Keeping your arms straight, raise them up and out at a 45-degree angle to form a Y shape with your body."", ""Squeeze your lower traps at the top."", ""Slowly lower back to the start.""]","[""Using too much weight"", ""Bending the elbows"", ""Lifting the chest off the bench""]","[""Thumbs to the ceiling"", ""Form a Y"", ""Squeeze the lower back/traps""]","Exhale while raising, inhale while lowering.","[""Cable Y-Raise"", ""TRX Y-Raise""]","[""Bodyweight Y-Raise"", ""Lighter Dumbbells""]","[""Face Pull"", ""Band Pull-Apart""]",2,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
